id,date,start_time,sport,type,name,duration_s,elapsed_s,distance_m,tss,intensity_factor,np_w,avg_w,ftp_w,avg_pace_s_per_km,avg_pace_s_per_100m,decoupling_pct,efficiency_factor,intensity_class,source
i160227259,2024-12-04,2024-12-04T15:33:26,workout,Workout,Cross Training,3368,3369,1348.45,56.0,0.774,,,,,,,,,intervals
i160227255,2024-12-05,2024-12-05T16:14:16,workout,Workout,Cross Training,3770,3771,1150.01,18.0,0.415,,,,,,,,,intervals
i160227253,2024-12-06,2024-12-06T05:31:28,workout,Workout,Cross Training,7421,7422,5006.36,107.0,0.72,,,,,,,,,intervals
i160227231,2024-12-10,2024-12-10T15:49:20,workout,Workout,Cardio Dance,2730,2730,0.0,10.0,0.434,,,,,,,,,intervals
i160227229,2024-12-11,2024-12-11T15:14:06,workout,Workout,Cross Training,2855,2856,1430.79,50.0,0.794,,,,,,,,,intervals
i160227220,2024-12-13,2024-12-13T06:00:30,workout,Workout,Cross Training,3742,3743,1161.19,18.0,0.416,,,,,,,,,intervals
i160227218,2024-12-13,2024-12-13T14:42:13,workout,Workout,Cross Training,2869,2870,884.93,31.0,0.624,,,,,,,,,intervals
i160227216,2024-12-14,2024-12-14T09:46:02,workout,Workout,Cross Training,6260,6261,2215.04,51.0,0.542,,,,,,,,,intervals
i160227206,2024-12-14,2024-12-14T15:16:56,workout,Workout,Outdoor Skating,2144,2144,0.0,22.0,0.651,,,,,,,,,intervals
i160227187,2024-12-17,2024-12-17T11:25:14,workout,Workout,Cross Training,1836,1837,603.47,21.0,0.642,,,,,,,,,intervals
i160227170,2024-12-19,2024-12-19T18:20:37,workout,Workout,Cross Training,2523,2524,947.73,26.0,0.609,,,,,,,,,intervals
i160227164,2024-12-20,2024-12-20T06:00:45,workout,Workout,Cross Training,3625,3626,1293.59,52.0,0.719,,,,,,,,,intervals
i160227138,2024-12-22,2024-12-22T12:32:53,workout,Workout,Cardio Dance,2500,2500,0.0,27.0,0.638,,,,,,,,,intervals
i160227133,2024-12-22,2024-12-22T13:15:49,workout,Workout,Cross Training,1958,1959,608.34,15.0,0.525,,,,,,,,,intervals
i160227117,2024-12-25,2024-12-25T08:50:01,workout,Workout,Cross Training,3095,3096,1164.11,31.0,0.6,,,,,,,,,intervals
i160227071,2024-12-29,2024-12-29T12:55:58,workout,Workout,Cross Training,2702,2703,1228.07,44.0,0.766,,,,,,,,,intervals
